Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4
Bronchial Asthma,4,7,4,5
Bronchial Asthma,4,4,4,5
Bronchial Asthma,4,4,7,5
Bronchial Asthma,4,4,7,4
Bronchial Asthma,4,4,7,4
Bronchial Asthma,4,4,7,4
Bronchial Asthma,4,7,4,5
Bronchial Asthma,4,7,4,5
Hypertension,3,7,4,4
Hypertension,7,4,4,3
Hypertension,3,4,4,3
Hypertension,3,7,4,3
Hypertension,3,7,4,3
Hypertension,3,7,4,4
Hypertension,3,7,4,4
Hypertension,7,4,4,3
Hypertension,3,4,4,3
Hypertension,3,7,4,3
Migraine,3,5,3,5
Migraine,5,3,5,4
Migraine,3,3,5,4
Migraine,3,5,5,4
Migraine,3,5,3,4
Migraine,3,5,3,5
Migraine,3,5,3,5
Migraine,3,5,3,5
Migraine,3,5,3,5
Migraine,3,5,3,5
Cervical spondylosis,3,7,5,4
Cervical spondylosis,3,7,5,4
Cervical spondylosis,7,5,4,4
Cervical spondylosis,3,5,4,4
Cervical spondylosis,3,7,4,4
Cervical spondylosis,3,7,5,4
Cervical spondylosis,3,7,5,4
Cervical spondylosis,3,7,5,4
Cervical spondylosis,7,5,4,4
Cervical spondylosis,3,5,4,4
Paralysis (brain hemorrhage),5,3,4,2
Paralysis (brain hemorrhage),5,3,4,2
Paralysis (brain hemorrhage),3,4,2,4
Paralysis (brain hemorrhage),5,4,2,4
Paralysis (brain hemorrhage),5,3,2,4
Paralysis (brain hemorrhage),5,3,4,4
Paralysis (brain hemorrhage),5,3,4,2
Paralysis (brain hemorrhage),3,4,2,4
Paralysis (brain hemorrhage),5,4,2,4
Paralysis (brain hemorrhage),5,3,2,4
Jaundice,1,5,4,3
Jaundice,1,5,4,3
Jaundice,5,4,3,7
Jaundice,1,4,3,7
Jaundice,1,5,3,7
Jaundice,1,5,4,7
Jaundice,1,5,4,3
Jaundice,1,5,4,3
Jaundice,1,5,4,3
Jaundice,1,5,4,3
Malaria,3,5,7,3
Malaria,3,5,7,3
Malaria,3,5,7,3
Malaria,5,7,3,3
Malaria,3,7,3,3
Malaria,3,5,3,3
Malaria,3,5,7,3
Malaria,3,5,7,3
Malaria,3,5,7,3
Malaria,3,5,7,3
Chicken pox,1,3,4,2
Chicken pox,3,4,2,7
Chicken pox,1,4,2,7
Chicken pox,1,3,2,7
Chicken pox,1,3,4,7
Chicken pox,1,3,4,2
Chicken pox,1,3,4,2
Chicken pox,1,3,4,2
Chicken pox,1,3,4,2
Chicken pox,1,3,4,2
Dengue,3,3,3,5
Dengue,3,3,3,5
Dengue,3,3,3,5
Dengue,3,3,3,5
Dengue,3,3,5,4
Dengue,3,3,5,4
Dengue,3,3,5,4
Dengue,3,3,3,4
Dengue,3,3,3,5
Dengue,3,3,3,5
Typhoid,3,5,4,7
Typhoid,3,5,4,7
Typhoid,3,5,4,7
Typhoid,3,5,4,7
Typhoid,3,5,4,7
Typhoid,3,5,4,7
Typhoid,3,5,4,7
Typhoid,3,5,4,7
Typhoid,3,5,4,7
Typhoid,3,4,7,3
hepatitis A,3,5,3,4
hepatitis A,3,5,3,4
hepatitis A,5,3,4,5
hepatitis A,3,3,4,5
hepatitis A,3,5,4,5
hepatitis A,3,5,3,5
hepatitis A,3,5,3,4
hepatitis A,3,5,3,4
hepatitis A,3,5,3,4
hepatitis A,3,5,3,4
Hepatitis B,1,4,2,3
Hepatitis B,1,4,2,3
Hepatitis B,4,2,3,4
Hepatitis B,1,2,3,4
Hepatitis B,1,4,3,4
Hepatitis B,1,4,2,4
Hepatitis B,1,4,2,3
Hepatitis B,1,4,2,3
Hepatitis B,1,4,2,3
Hepatitis B,1,4,2,3
Hepatitis C,4,3,5,4
Hepatitis C,4,3,5,4
Hepatitis C,3,5,4,4
Hepatitis C,4,5,4,4
Hepatitis C,4,3,4,4
Hepatitis C,4,3,5,4
Hepatitis C,4,3,5,4
Hepatitis C,4,3,5,4
Hepatitis C,4,3,5,4
Hepatitis C,4,3,5,4
Hepatitis D,3,5,4,3
Hepatitis D,5,4,3,4
Hepatitis D,3,4,3,4
Hepatitis D,3,5,3,4
Hepatitis D,3,5,4,4
Hepatitis D,3,5,4,3
Hepatitis D,3,5,4,3
Hepatitis D,3,5,4,3
Hepatitis D,3,5,4,3
Hepatitis D,3,5,4,3
Hepatitis E,3,5,4,7
Hepatitis E,3,5,4,7
Hepatitis E,3,5,4,7
Hepatitis E,5,4,7,3
Hepatitis E,3,4,7,3
Hepatitis E,3,5,7,3
Hepatitis E,3,5,4,3
Hepatitis E,3,5,4,7
Hepatitis E,3,5,4,7
Hepatitis E,3,5,4,7
Alcoholic hepatitis,5,3,4,7
Alcoholic hepatitis,5,3,4,7
Alcoholic hepatitis,3,4,7,4
Alcoholic hepatitis,5,4,7,4
Alcoholic hepatitis,5,3,7,4
Alcoholic hepatitis,5,3,4,4
Alcoholic hepatitis,5,3,4,7
Alcoholic hepatitis,5,3,4,7
Alcoholic hepatitis,5,3,4,7
Alcoholic hepatitis,5,3,4,7
Tuberculosis,3,5,4,3
Tuberculosis,3,5,4,3
Tuberculosis,5,4,3,4
Tuberculosis,3,4,3,4
Tuberculosis,3,5,3,4
Tuberculosis,3,5,4,4
Tuberculosis,3,5,4,3
Tuberculosis,3,5,4,3
Tuberculosis,3,5,4,3
Tuberculosis,3,5,4,3
Common Cold,4,3,4,4
Common Cold,4,3,4,4
Common Cold,3,4,4,7
Common Cold,4,4,4,7
Common Cold,4,3,4,7
Common Cold,4,3,4,7
Common Cold,4,3,4,4
Common Cold,4,3,4,4
Common Cold,4,3,4,4
Common Cold,4,3,4,4
Pneumonia,3,4,4,7
Pneumonia,3,4,4,7
Pneumonia,3,4,4,7
Pneumonia,4,4,7,4
Pneumonia,3,4,7,4
Pneumonia,3,4,7,4
Pneumonia,3,4,4,4
Pneumonia,3,4,4,7
Pneumonia,3,4,4,7
Pneumonia,3,4,4,7
Dimorphic hemmorhoids(piles),4,5,6,5
Dimorphic hemmorhoids(piles),4,5,6,5
Dimorphic hemmorhoids(piles),4,5,6,5
Dimorphic hemmorhoids(piles),5,6,5,6
Dimorphic hemmorhoids(piles),4,6,5,6
Dimorphic hemmorhoids(piles),4,5,5,6
Dimorphic hemmorhoids(piles),4,5,6,6
Dimorphic hemmorhoids(piles),4,5,6,5
Dimorphic hemmorhoids(piles),4,5,6,5
Dimorphic hemmorhoids(piles),4,5,6,5
Heart attack,5,4,3,7
Heart attack,5,4,3,7
Heart attack,4,3,7,4
Heart attack,5,3,7,4
Heart attack,5,4,7,4
Heart attack,5,4,3,4
Heart attack,5,4,3,7
Heart attack,4,3,7,4
Heart attack,5,3,7,4
Heart attack,5,4,7,4
Varicose veins,4,4,4,4
Varicose veins,4,4,4,4
Varicose veins,4,4,4,5
Varicose veins,4,4,4,5
Varicose veins,4,4,4,5
Varicose veins,4,4,4,5
Varicose veins,4,4,4,4
Varicose veins,4,4,4,4
Varicose veins,4,4,4,4
Varicose veins,4,4,4,4
Hypothyroidism,4,3,5,3
Hypothyroidism,4,3,5,3
Hypothyroidism,3,5,3,2
Hypothyroidism,3,5,3,2
Hypothyroidism,4,5,3,2
Hypothyroidism,4,3,3,2
Hypothyroidism,4,3,5,2
Hypothyroidism,4,3,5,3
Hypothyroidism,4,3,5,3
Hypothyroidism,4,3,5,3
Hyperthyroidism,4,3,3,5
Hyperthyroidism,4,3,3,5
Hyperthyroidism,3,3,5,3
Hyperthyroidism,4,3,5,3
Hyperthyroidism,4,3,5,3
Hyperthyroidism,4,3,3,3
Hyperthyroidism,4,3,3,5
Hyperthyroidism,4,3,3,5
Hyperthyroidism,4,3,3,5
Hyperthyroidism,4,3,3,5
Hypoglycemia,5,4,4,3
Hypoglycemia,5,4,4,3
Hypoglycemia,5,4,4,3
Hypoglycemia,4,4,3,3
Hypoglycemia,5,4,3,3
Hypoglycemia,5,4,3,3
Hypoglycemia,5,4,4,3
Hypoglycemia,5,4,4,3
Hypoglycemia,5,4,4,3
Hypoglycemia,5,4,4,3
Osteoarthristis,3,5,3,2
Osteoarthristis,3,5,3,2
Osteoarthristis,5,3,2,5
Osteoarthristis,3,3,2,5
Osteoarthristis,3,5,2,5
Osteoarthristis,3,5,3,5
Osteoarthristis,3,5,3,2
Osteoarthristis,3,5,3,2
Osteoarthristis,3,5,3,2
Osteoarthristis,3,5,3,2
Arthritis,2,4,5,5
Arthritis,2,4,5,5
Arthritis,4,5,5,2
Arthritis,2,5,5,2
Arthritis,2,4,5,2
Arthritis,2,4,5,2
Arthritis,2,4,5,5
Arthritis,2,4,5,5
Arthritis,2,4,5,5
Arthritis,2,4,5,5
(vertigo) Paroymsal  Positional Vertigo,5,3,5,6
(vertigo) Paroymsal  Positional Vertigo,5,3,5,6
(vertigo) Paroymsal  Positional Vertigo,3,5,6,4
(vertigo) Paroymsal  Positional Vertigo,5,5,6,4
(vertigo) Paroymsal  Positional Vertigo,5,3,6,4
(vertigo) Paroymsal  Positional Vertigo,5,3,5,4
(vertigo) Paroymsal  Positional Vertigo,5,3,5,6
(vertigo) Paroymsal  Positional Vertigo,5,3,5,6
(vertigo) Paroymsal  Positional Vertigo,5,3,5,6
(vertigo) Paroymsal  Positional Vertigo,5,3,5,4
Acne,3,2,2,2
Acne,3,2,2,2
Acne,2,2,2,4
Acne,3,2,2,4
Acne,3,2,2,4
Acne,3,2,2,4
Acne,3,2,2,2
Acne,3,2,2,4
Acne,3,2,2,4
Acne,3,2,2,4
Urinary tract infection,6,4,0,6
Urinary tract infection,6,4,0,6
Urinary tract infection,4,0,6,4
Urinary tract infection,6,0,6,4
Urinary tract infection,6,4,6,4
Urinary tract infection,6,4,0,4
Urinary tract infection,6,4,0,6
Urinary tract infection,6,4,6,4
Urinary tract infection,4,0,6,4
Urinary tract infection,6,4,6,4
Psoriasis,3,3,3,2
Psoriasis,3,3,3,2
Psoriasis,3,3,2,2
Psoriasis,3,3,2,2
Psoriasis,3,3,2,2
Psoriasis,3,3,3,2
Psoriasis,3,3,3,2
Psoriasis,3,3,3,2
Psoriasis,3,3,3,2
Psoriasis,3,3,3,2
Impetigo,3,7,4,2
Impetigo,3,7,4,2
Impetigo,7,4,2,3
Impetigo,3,4,2,3
Impetigo,3,4,2,3
Impetigo,3,7,2,3
Impetigo,3,7,4,3
Impetigo,3,7,4,2
Impetigo,3,7,4,2
Impetigo,3,4,2,3
Fungal infection,1,3,4,0
Fungal infection,3,4,0,4
Fungal infection,1,4,0,4
Fungal infection,1,3,0,4
Fungal infection,1,3,4,4
Fungal infection,3,4,0,4
Fungal infection,1,4,0,4
Fungal infection,1,3,0,4
Fungal infection,1,3,4,4
Fungal infection,1,3,4,0
Allergy,4,5,3,4
Allergy,5,3,4,4
Allergy,4,3,4,4
Allergy,4,5,4,4
Allergy,4,5,3,4
Allergy,5,3,4,4
Allergy,4,3,4,4
Allergy,4,5,4,4
Allergy,4,5,3,4
Allergy,4,5,3,4
GERD,5,3,4,5
GERD,5,4,5,4
GERD,5,3,5,4
GERD,5,3,4,4
GERD,5,3,4,5
GERD,5,3,4,5
GERD,3,4,5,4
GERD,5,4,5,4
GERD,5,3,5,4
GERD,5,3,4,4
Chronic cholestasis,1,5,3,5
Chronic cholestasis,5,3,5,4
Chronic cholestasis,1,3,5,4
Chronic cholestasis,1,5,5,4
Chronic cholestasis,1,5,3,4
Chronic cholestasis,1,5,3,5
Chronic cholestasis,1,5,3,5
Chronic cholestasis,1,5,3,5
Chronic cholestasis,1,5,3,5
Chronic cholestasis,1,5,3,5
Drug Reaction,1,3,5,6
Drug Reaction,1,5,6,0
Drug Reaction,1,3,6,0
Drug Reaction,1,3,5,0
Drug Reaction,1,3,5,6
Drug Reaction,3,5,6,0
Drug Reaction,1,5,6,0
Drug Reaction,1,3,6,0
Drug Reaction,1,3,5,0
Drug Reaction,1,3,5,6
Peptic ulcer diseae,5,4,4,5
Peptic ulcer diseae,5,5,4,5
Peptic ulcer diseae,5,4,4,5
Peptic ulcer diseae,5,4,4,5
Peptic ulcer diseae,5,5,4,5
Peptic ulcer diseae,5,5,4,5
Peptic ulcer diseae,5,5,4,4
Peptic ulcer diseae,5,5,4,4
Peptic ulcer diseae,5,5,4,4
Peptic ulcer diseae,5,5,4,4
AIDS,3,6,7,5
AIDS,6,7,5,4
AIDS,3,7,5,4
AIDS,3,6,5,4
AIDS,3,6,7,4
AIDS,3,6,7,5
AIDS,3,6,7,5
AIDS,6,7,5,4
AIDS,3,7,5,4
AIDS,3,6,7,4
Diabetes,4,3,5,2
Diabetes,4,3,5,2
Diabetes,3,5,2,5
Diabetes,4,5,2,5
Diabetes,4,3,2,5
Diabetes,4,3,5,5
Diabetes,4,3,5,2
Diabetes,4,3,5,2
Diabetes,4,3,5,2
Diabetes,4,3,5,2
Gastroenteritis,5,3,4,6
Gastroenteritis,5,3,4,6
Gastroenteritis,3,4,6,4
Gastroenteritis,5,4,6,4
Gastroenteritis,5,3,6,4
Gastroenteritis,5,3,4,4
Gastroenteritis,5,3,4,6
Gastroenteritis,3,4,6,4
Gastroenteritis,5,4,6,4
Gastroenteritis,5,3,6,4
Bronchial Asthma,4,4,7,4
Bronchial Asthma,4,7,4,5
Bronchial Asthma,4,7,4,5
Bronchial Asthma,4,4,4,5
Bronchial Asthma,4,4,7,5
Bronchial Asthma,4,4,7,4
Bronchial Asthma,4,4,7,4
Bronchial Asthma,4,4,7,4
Bronchial Asthma,4,7,4,5
Bronchial Asthma,4,7,4,5
Hypertension,3,7,4,4
Hypertension,7,4,4,3
Hypertension,3,4,4,3
Hypertension,3,7,4,3
Hypertension,3,7,4,3
Hypertension,3,7,4,4
Hypertension,3,7,4,4
Hypertension,7,4,4,3
Hypertension,3,4,4,3
Hypertension,3,7,4,3
Migraine,3,5,3,5
Migraine,5,3,5,4
Migraine,3,3,5,4
Migraine,3,5,5,4
Migraine,3,5,3,4
Migraine,3,5,3,5
Migraine,3,5,3,5
Migraine,3,5,3,5
Migraine,3,5,3,5
Migraine,3,5,3,5
Cervical spondylosis,3,7,5,4
Cervical spondylosis,3,7,5,4
Cervical spondylosis,7,5,4,4
Cervical spondylosis,3,5,4,4
Cervical spondylosis,3,7,4,4
Cervical spondylosis,3,7,5,4
Cervical spondylosis,3,7,5,4
Cervical spondylosis,3,7,5,4
Cervical spondylosis,7,5,4,4
Cervical spondylosis,3,5,4,4
Paralysis (brain hemorrhage),5,3,4,2
Paralysis (brain hemorrhage),5,3,4,2
Paralysis (brain hemorrhage),3,4,2,4
Paralysis (brain hemorrhage),5,4,2,4
Paralysis (brain hemorrhage),5,3,2,4
Paralysis (brain hemorrhage),5,3,4,4
Paralysis (brain hemorrhage),5,3,4,2
Paralysis (brain hemorrhage),3,4,2,4
Paralysis (brain hemorrhage),5,4,2,4
Paralysis (brain hemorrhage),5,3,2,4
Jaundice,1,5,4,3
Jaundice,1,5,4,3
Jaundice,5,4,3,7
Jaundice,1,4,3,7
Jaundice,1,5,3,7
Jaundice,1,5,4,7
Jaundice,1,5,4,3
Jaundice,1,5,4,3
Jaundice,1,5,4,3
Jaundice,1,5,4,3
Malaria,3,5,7,3
Malaria,3,5,7,3
Malaria,3,5,7,3
Malaria,5,7,3,3
Malaria,3,7,3,3
Malaria,3,5,3,3
Malaria,3,5,7,3
Malaria,3,5,7,3
Malaria,3,5,7,3
Malaria,3,5,7,3
Chicken pox,1,3,4,2
Chicken pox,3,4,2,7
Chicken pox,1,4,2,7
Chicken pox,1,3,2,7
Chicken pox,1,3,4,7
Chicken pox,1,3,4,2
Chicken pox,1,3,4,2
Chicken pox,1,3,4,2
Chicken pox,1,3,4,2
Chicken pox,1,3,4,2
Dengue,3,3,3,5
Dengue,3,3,3,5
Dengue,3,3,3,5
Dengue,3,3,3,5
Dengue,3,3,5,4
Dengue,3,3,5,4
Dengue,3,3,5,4
Dengue,3,3,3,4
Dengue,3,3,3,5
Dengue,3,3,3,5
Typhoid,3,5,4,7
Typhoid,3,5,4,7
Typhoid,3,5,4,7
Typhoid,3,5,4,7
Typhoid,3,5,4,7
Typhoid,3,5,4,7
Typhoid,3,5,4,7
Typhoid,3,5,4,7
Typhoid,3,5,4,7
Typhoid,3,4,7,3
hepatitis A,3,5,3,4
hepatitis A,3,5,3,4
hepatitis A,5,3,4,5
hepatitis A,3,3,4,5
hepatitis A,3,5,4,5
hepatitis A,3,5,3,5
hepatitis A,3,5,3,4
hepatitis A,3,5,3,4
hepatitis A,3,5,3,4
hepatitis A,3,5,3,4
Hepatitis B,1,4,2,3
Hepatitis B,1,4,2,3
Hepatitis B,4,2,3,4
Hepatitis B,1,2,3,4
Hepatitis B,1,4,3,4
Hepatitis B,1,4,2,4
Hepatitis B,1,4,2,3
Hepatitis B,1,4,2,3
Hepatitis B,1,4,2,3
Hepatitis B,1,4,2,3
Hepatitis C,4,3,5,4
Hepatitis C,4,3,5,4
Hepatitis C,3,5,4,4
Hepatitis C,4,5,4,4
Hepatitis C,4,3,4,4
Hepatitis C,4,3,5,4
Hepatitis C,4,3,5,4
Hepatitis C,4,3,5,4
Hepatitis C,4,3,5,4
Hepatitis C,4,3,5,4
Hepatitis D,3,5,4,3
Hepatitis D,5,4,3,4
Hepatitis D,3,4,3,4
Hepatitis D,3,5,3,4
Hepatitis D,3,5,4,4
Hepatitis D,3,5,4,3
Hepatitis D,3,5,4,3
Hepatitis D,3,5,4,3
Hepatitis D,3,5,4,3
Hepatitis D,3,5,4,3
Hepatitis E,3,5,4,7
Hepatitis E,3,5,4,7
Hepatitis E,3,5,4,7
Hepatitis E,5,4,7,3
Hepatitis E,3,4,7,3
Hepatitis E,3,5,7,3
Hepatitis E,3,5,4,3
Hepatitis E,3,5,4,7
Hepatitis E,3,5,4,7
Hepatitis E,3,5,4,7
Alcoholic hepatitis,5,3,4,7
Alcoholic hepatitis,5,3,4,7
Alcoholic hepatitis,3,4,7,4
Alcoholic hepatitis,5,4,7,4
Alcoholic hepatitis,5,3,7,4
Alcoholic hepatitis,5,3,4,4
Alcoholic hepatitis,5,3,4,7
Alcoholic hepatitis,5,3,4,7
Alcoholic hepatitis,5,3,4,7
Alcoholic hepatitis,5,3,4,7
Tuberculosis,3,5,4,3
Tuberculosis,3,5,4,3
Tuberculosis,5,4,3,4
Tuberculosis,3,4,3,4
Tuberculosis,3,5,3,4
Tuberculosis,3,5,4,4
Tuberculosis,3,5,4,3
Tuberculosis,3,5,4,3
Tuberculosis,3,5,4,3
Tuberculosis,3,5,4,3
Common Cold,4,3,4,4
Common Cold,4,3,4,4
Common Cold,3,4,4,7
Common Cold,4,4,4,7
Common Cold,4,3,4,7
Common Cold,4,3,4,7
Common Cold,4,3,4,4
Common Cold,4,3,4,4
Common Cold,4,3,4,4
Common Cold,4,3,4,4
Pneumonia,3,4,4,7
Pneumonia,3,4,4,7
Pneumonia,3,4,4,7
Pneumonia,4,4,7,4
Pneumonia,3,4,7,4
Pneumonia,3,4,7,4
Pneumonia,3,4,4,4
Pneumonia,3,4,4,7
Pneumonia,3,4,4,7
Pneumonia,3,4,4,7
Dimorphic hemmorhoids(piles),4,5,6,5
Dimorphic hemmorhoids(piles),4,5,6,5
Dimorphic hemmorhoids(piles),4,5,6,5
Dimorphic hemmorhoids(piles),5,6,5,6
Dimorphic hemmorhoids(piles),4,6,5,6
Dimorphic hemmorhoids(piles),4,5,5,6
Dimorphic hemmorhoids(piles),4,5,6,6
Dimorphic hemmorhoids(piles),4,5,6,5
Dimorphic hemmorhoids(piles),4,5,6,5
Dimorphic hemmorhoids(piles),4,5,6,5
Heart attack,5,4,3,7
Heart attack,5,4,3,7
Heart attack,4,3,7,4
Heart attack,5,3,7,4
Heart attack,5,4,7,4
Heart attack,5,4,3,4
Heart attack,5,4,3,7
Heart attack,4,3,7,4
Heart attack,5,3,7,4
Heart attack,5,4,7,4
Varicose veins,4,4,4,4
Varicose veins,4,4,4,4
Varicose veins,4,4,4,5
Varicose veins,4,4,4,5
Varicose veins,4,4,4,5
Varicose veins,4,4,4,5
Varicose veins,4,4,4,4
Varicose veins,4,4,4,4
Varicose veins,4,4,4,4
Varicose veins,4,4,4,4
Hypothyroidism,4,3,5,3
Hypothyroidism,4,3,5,3
Hypothyroidism,3,5,3,2
Hypothyroidism,3,5,3,2
Hypothyroidism,4,5,3,2
Hypothyroidism,4,3,3,2
Hypothyroidism,4,3,5,2
Hypothyroidism,4,3,5,3
Hypothyroidism,4,3,5,3
Hypothyroidism,4,3,5,3
Hyperthyroidism,4,3,3,5
Hyperthyroidism,4,3,3,5
Hyperthyroidism,3,3,5,3
Hyperthyroidism,4,3,5,3
Hyperthyroidism,4,3,5,3
Hyperthyroidism,4,3,3,3
Hyperthyroidism,4,3,3,5
Hyperthyroidism,4,3,3,5
Hyperthyroidism,4,3,3,5
Hyperthyroidism,4,3,3,5
Hypoglycemia,5,4,4,3
Hypoglycemia,5,4,4,3
Hypoglycemia,5,4,4,3
Hypoglycemia,4,4,3,3
Hypoglycemia,5,4,3,3
Hypoglycemia,5,4,3,3
Hypoglycemia,5,4,4,3
Hypoglycemia,5,4,4,3
Hypoglycemia,5,4,4,3
Hypoglycemia,5,4,4,3
Osteoarthristis,3,5,3,2
Osteoarthristis,3,5,3,2
Osteoarthristis,5,3,2,5
Osteoarthristis,3,3,2,5
Osteoarthristis,3,5,2,5
Osteoarthristis,3,5,3,5
Osteoarthristis,3,5,3,2
Osteoarthristis,3,5,3,2
Osteoarthristis,3,5,3,2
Osteoarthristis,3,5,3,2
Arthritis,2,4,5,5
Arthritis,2,4,5,5
Arthritis,4,5,5,2
Arthritis,2,5,5,2
Arthritis,2,4,5,2
Arthritis,2,4,5,2
Arthritis,2,4,5,5
Arthritis,2,4,5,5
Arthritis,2,4,5,5
Arthritis,2,4,5,5
(vertigo) Paroymsal  Positional Vertigo,5,3,5,6
(vertigo) Paroymsal  Positional Vertigo,5,3,5,6
(vertigo) Paroymsal  Positional Vertigo,3,5,6,4
(vertigo) Paroymsal  Positional Vertigo,5,5,6,4
(vertigo) Paroymsal  Positional Vertigo,5,3,6,4
(vertigo) Paroymsal  Positional Vertigo,5,3,5,4
(vertigo) Paroymsal  Positional Vertigo,5,3,5,6
(vertigo) Paroymsal  Positional Vertigo,5,3,5,6
(vertigo) Paroymsal  Positional Vertigo,5,3,5,6
(vertigo) Paroymsal  Positional Vertigo,5,3,5,4
Acne,3,2,2,2
Acne,3,2,2,2
Acne,2,2,2,4
Acne,3,2,2,4
Acne,3,2,2,4
Acne,3,2,2,4
Acne,3,2,2,2
Acne,3,2,2,4
Acne,3,2,2,4
Acne,3,2,2,4
Urinary tract infection,6,4,0,6
Urinary tract infection,6,4,0,6
Urinary tract infection,4,0,6,4
Urinary tract infection,6,0,6,4
Urinary tract infection,6,4,6,4
Urinary tract infection,6,4,0,4
Urinary tract infection,6,4,0,6
Urinary tract infection,6,4,6,4
Urinary tract infection,4,0,6,4
Urinary tract infection,6,4,6,4
Psoriasis,3,3,3,2
Psoriasis,3,3,3,2
Psoriasis,3,3,2,2
Psoriasis,3,3,2,2
Psoriasis,3,3,2,2
Psoriasis,3,3,3,2
Psoriasis,3,3,3,2
Psoriasis,3,3,3,2
Psoriasis,3,3,3,2
Psoriasis,3,3,3,2
Impetigo,3,7,4,2
Impetigo,3,7,4,2
Impetigo,7,4,2,3
Impetigo,3,4,2,3
Impetigo,3,4,2,3
Impetigo,3,7,2,3
Impetigo,3,7,4,3
Impetigo,3,7,4,2
Impetigo,3,7,4,2
Impetigo,3,4,2,3
Fungal infection,1,3,4,0
Allergy,4,5,3,4
GERD,5,3,4,5
Chronic cholestasis,1,5,3,5
Drug Reaction,1,3,5,6
Peptic ulcer diseae,5,5,4,4
AIDS,3,6,7,5
Diabetes,4,3,5,2
Gastroenteritis,5,3,4,6
Bronchial Asthma,4,4,7,4
Hypertension,3,7,4,4
Migraine,3,5,3,5
Cervical spondylosis,3,7,5,4
Paralysis (brain hemorrhage),5,3,4,2
Jaundice,1,5,4,3
Malaria,3,5,7,3
Chicken pox,1,3,4,2
Dengue,3,3,3,5
Typhoid,3,5,4,7
hepatitis A,3,5,3,4
Hepatitis B,1,4,2,3
Hepatitis C,4,3,5,4
Hepatitis D,3,5,4,3
Hepatitis E,3,5,4,7
Alcoholic hepatitis,5,3,4,7
Tuberculosis,3,5,4,3
Common Cold,4,3,4,4
Pneumonia,3,4,4,7
Dimorphic hemmorhoids(piles),4,5,6,5
Heart attack,5,4,3,7
Varicose veins,4,4,4,4
Hypothyroidism,4,3,5,3
Hyperthyroidism,4,3,3,5
Hypoglycemia,5,4,4,3
Osteoarthristis,3,5,3,2
Arthritis,2,4,5,5
(vertigo) Paroymsal  Positional Vertigo,5,3,5,6
Acne,3,2,2,2
Urinary tract infection,6,4,0,6
Psoriasis,3,3,3,2
Impetigo,3,7,4,2
Fungal infection,1,3,4,0
Allergy,4,5,3,4
GERD,5,3,4,5
Chronic cholestasis,1,5,3,5
Drug Reaction,1,3,5,6
Peptic ulcer diseae,5,5,4,4
AIDS,3,6,7,5
Diabetes,4,3,5,2
Gastroenteritis,5,3,4,6
Bronchial Asthma,4,4,7,4
Hypertension,3,7,4,4
Migraine,3,5,3,5
Cervical spondylosis,3,7,5,4
Paralysis (brain hemorrhage),5,3,4,2
Jaundice,1,5,4,3
Malaria,3,5,7,3
Chicken pox,1,3,4,2
Dengue,3,3,3,5
Typhoid,3,5,4,7
hepatitis A,3,5,3,4
Hepatitis B,1,4,2,3
Hepatitis C,4,3,5,4
Hepatitis D,3,5,4,3
Hepatitis E,3,5,4,7
Alcoholic hepatitis,5,3,4,7
Tuberculosis,3,5,4,3
Common Cold,4,3,4,4
Pneumonia,3,4,4,7
Dimorphic hemmorhoids(piles),4,5,6,5
Heart attack,5,4,3,7
Varicose veins,4,4,4,4
Hypothyroidism,4,3,5,3
Hyperthyroidism,4,3,3,5
Hypoglycemia,5,4,4,3
Osteoarthristis,3,5,3,2
Arthritis,2,4,5,5
(vertigo) Paroymsal  Positional Vertigo,5,3,5,6
Acne,3,2,2,2
Urinary tract infection,6,4,0,6
Psoriasis,3,3,3,2
Impetigo,3,7,4,2
Fungal infection,1,3,4,0
Allergy,4,5,3,4
GERD,5,3,4,5
Chronic cholestasis,1,5,3,5
Drug Reaction,1,3,5,6
Peptic ulcer diseae,5,5,4,4
AIDS,3,6,7,5
Diabetes,4,3,5,2
Gastroenteritis,5,3,4,6
Bronchial Asthma,4,4,7,4
Hypertension,3,7,4,4
Migraine,3,5,3,5
Cervical spondylosis,3,7,5,4
Paralysis (brain hemorrhage),5,3,4,2
Jaundice,1,5,4,3
Malaria,3,5,7,3
Chicken pox,1,3,4,2
Dengue,3,3,3,5
Typhoid,3,5,4,7
hepatitis A,3,5,3,4
Hepatitis B,1,4,2,3
Hepatitis C,4,3,5,4
Hepatitis D,3,5,4,3
Hepatitis E,3,5,4,7
Alcoholic hepatitis,5,3,4,7
Tuberculosis,3,5,4,3
Common Cold,4,3,4,4
Pneumonia,3,4,4,7
Dimorphic hemmorhoids(piles),4,5,6,5
Heart attack,5,4,3,7
Varicose veins,4,4,4,4
Hypothyroidism,4,3,5,3
Hyperthyroidism,4,3,3,5
Hypoglycemia,5,4,4,3
Osteoarthristis,3,5,3,2
Arthritis,2,4,5,5
(vertigo) Paroymsal  Positional Vertigo,5,3,5,6
Acne,3,2,2,2
Urinary tract infection,6,4,0,6
Psoriasis,3,3,3,2
Impetigo,3,7,4,2
Fungal infection,1,3,4,0
Allergy,4,5,3,4
GERD,5,3,4,5
Chronic cholestasis,1,5,3,5
Drug Reaction,1,3,5,6
Peptic ulcer diseae,5,5,4,4
AIDS,3,6,7,5
Diabetes,4,3,5,2
Gastroenteritis,5,3,4,6
Bronchial Asthma,4,4,7,4
