Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4
Cervical spondylosis, back pain, weakness in limbs, neck pain, dizziness
Paralysis (brain hemorrhage), vomiting, headache, weakness of one body side, altered sensorium
Jaundice,itching, vomiting, fatigue, weight loss
Malaria, chills, vomiting, high fever, sweating
Chicken pox,itching, skin rash, fatigue, lethargy
Dengue, skin rash, chills, joint pain, vomiting
Typhoid, chills, vomiting, fatigue, high fever
hepatitis A, joint pain, vomiting, yellowish skin, dark urine
Hepatitis B,itching, fatigue, lethargy, yellowish skin
Hepatitis C, fatigue, yellowish skin, nausea, loss of appetite
Hepatitis D, joint pain, vomiting, fatigue, yellowish skin
Hepatitis E, joint pain, vomiting, fatigue, high fever
Alcoholic hepatitis, vomiting, yellowish skin, abdominal pain, swelling of stomach
Tuberculosis, chills, vomiting, fatigue, weight loss
Common Cold, continuous sneezing, chills, fatigue, cough
Pneumonia, chills, fatigue, cough, high fever
Dimorphic hemmorhoids(piles), constipation, pain during bowel movements, pain in anal region, bloody stool
Heart attack, vomiting, breathlessness, sweating, chest pain
Varicose veins, fatigue, cramps, bruising, obesity
Hypothyroidism, fatigue, weight gain, cold hands and feets, mood swings
Hyperthyroidism, fatigue, mood swings, weight loss, restlessness
Hypoglycemia, vomiting, fatigue, anxiety, sweating
Osteoarthristis, joint pain, neck pain, knee pain, hip joint pain
Arthritis, muscle weakness, stiff neck, swelling joints, movement stiffness
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning movements
Acne, skin rash, pus filled pimples, blackheads, scurring
Urinary tract infection, burning micturition, bladder discomfort, foul smell of urine, continuous feel of urine
Psoriasis, skin rash, joint pain, skin peeling, silver like dusting
Impetigo, skin rash, high fever, blister, red sore around nose
Fungal infection,itching, skin rash, nodal skin eruptions, dischromic  patches
Allergy, continuous sneezing, shivering, chills, watering from eyes
GERD, stomach pain, acidity, ulcers on tongue, vomiting
Chronic cholestasis,itching, vomiting, yellowish skin, nausea
Drug Reaction,itching, skin rash, stomach pain, burning micturition
Peptic ulcer diseae, vomiting, indigestion, loss of appetite, abdominal pain
AIDS, muscle wasting, patches in throat, high fever, extra marital contacts
Diabetes , fatigue, weight loss, restlessness, lethargy
Gastroenteritis, vomiting, sunken eyes, dehydration, diarrhoea
Bronchial Asthma, fatigue, cough, high fever, breathlessness
Hypertension , headache, chest pain, dizziness, loss of balance
Migraine, acidity, indigestion, headache, blurred and distorted vision
Cervical spondylosis, back pain, weakness in limbs, neck pain, dizziness
Paralysis (brain hemorrhage), vomiting, headache, weakness of one body side, altered sensorium
Jaundice,itching, vomiting, fatigue, weight loss
Malaria, chills, vomiting, high fever, sweating
Chicken pox,itching, skin rash, fatigue, lethargy
Dengue, skin rash, chills, joint pain, vomiting
Typhoid, chills, vomiting, fatigue, high fever
hepatitis A, joint pain, vomiting, yellowish skin, dark urine
Hepatitis B,itching, fatigue, lethargy, yellowish skin
Hepatitis C, fatigue, yellowish skin, nausea, loss of appetite
Hepatitis D, joint pain, vomiting, fatigue, yellowish skin
Hepatitis E, joint pain, vomiting, fatigue, high fever
Alcoholic hepatitis, vomiting, yellowish skin, abdominal pain, swelling of stomach
Tuberculosis, chills, vomiting, fatigue, weight loss
Common Cold, continuous sneezing, chills, fatigue, cough
Pneumonia, chills, fatigue, cough, high fever
Dimorphic hemmorhoids(piles), constipation, pain during bowel movements, pain in anal region, bloody stool
Heart attack, vomiting, breathlessness, sweating, chest pain
Varicose veins, fatigue, cramps, bruising, obesity
Hypothyroidism, fatigue, weight gain, cold hands and feets, mood swings
Hyperthyroidism, fatigue, mood swings, weight loss, restlessness
Hypoglycemia, vomiting, fatigue, anxiety, sweating
Osteoarthristis, joint pain, neck pain, knee pain, hip joint pain
Arthritis, muscle weakness, stiff neck, swelling joints, movement stiffness
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning movements
Acne, skin rash, pus filled pimples, blackheads, scurring
Urinary tract infection, burning micturition, bladder discomfort, foul smell of urine, continuous feel of urine
Psoriasis, skin rash, joint pain, skin peeling, silver like dusting
Impetigo, skin rash, high fever, blister, red sore around nose
Fungal infection,itching, skin rash, nodal skin eruptions, dischromic  patches
Allergy, continuous sneezing, shivering, chills, watering from eyes
GERD, stomach pain, acidity, ulcers on tongue, vomiting
Chronic cholestasis,itching, vomiting, yellowish skin, nausea
Drug Reaction,itching, skin rash, stomach pain, burning micturition
Peptic ulcer diseae, vomiting, indigestion, loss of appetite, abdominal pain
AIDS, muscle wasting, patches in throat, high fever, extra marital contacts
Diabetes , fatigue, weight loss, restlessness, lethargy
Gastroenteritis, vomiting, sunken eyes, dehydration, diarrhoea
Bronchial Asthma, fatigue, cough, high fever, breathlessness
Hypertension , headache, chest pain, dizziness, loss of balance
Migraine, acidity, indigestion, headache, blurred and distorted vision
Cervical spondylosis, back pain, weakness in limbs, neck pain, dizziness
Paralysis (brain hemorrhage), vomiting, headache, weakness of one body side, altered sensorium
Jaundice,itching, vomiting, fatigue, weight loss
Malaria, chills, vomiting, high fever, sweating
Chicken pox,itching, skin rash, fatigue, lethargy
Dengue, skin rash, chills, joint pain, vomiting
Typhoid, chills, vomiting, fatigue, high fever
hepatitis A, joint pain, vomiting, yellowish skin, dark urine
Hepatitis B,itching, fatigue, lethargy, yellowish skin
Hepatitis C, fatigue, yellowish skin, nausea, loss of appetite
Hepatitis D, joint pain, vomiting, fatigue, yellowish skin
Hepatitis E, joint pain, vomiting, fatigue, high fever
Alcoholic hepatitis, vomiting, yellowish skin, abdominal pain, swelling of stomach
Tuberculosis, chills, vomiting, fatigue, weight loss
Common Cold, continuous sneezing, chills, fatigue, cough
Pneumonia, chills, fatigue, cough, high fever
Dimorphic hemmorhoids(piles), constipation, pain during bowel movements, pain in anal region, bloody stool
Heart attack, vomiting, breathlessness, sweating, chest pain
Varicose veins, fatigue, cramps, bruising, obesity
Hypothyroidism, fatigue, weight gain, cold hands and feets, mood swings
Hyperthyroidism, fatigue, mood swings, weight loss, restlessness
Hypoglycemia, vomiting, fatigue, anxiety, sweating
Osteoarthristis, joint pain, neck pain, knee pain, hip joint pain
Arthritis, muscle weakness, stiff neck, swelling joints, movement stiffness
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning movements
Acne, skin rash, pus filled pimples, blackheads, scurring
Urinary tract infection, burning micturition, bladder discomfort, foul smell of urine, continuous feel of urine
Psoriasis, skin rash, joint pain, skin peeling, silver like dusting
Impetigo, skin rash, high fever, blister, red sore around nose
Fungal infection,itching, skin rash, nodal skin eruptions, dischromic  patches
Allergy, continuous sneezing, shivering, chills, watering from eyes
GERD, stomach pain, acidity, ulcers on tongue, vomiting
Chronic cholestasis,itching, vomiting, yellowish skin, nausea
Drug Reaction,itching, skin rash, stomach pain, burning micturition
Peptic ulcer diseae, vomiting, indigestion, loss of appetite, abdominal pain
AIDS, muscle wasting, patches in throat, high fever, extra marital contacts
Diabetes , fatigue, weight loss, restlessness, lethargy
Gastroenteritis, vomiting, sunken eyes, dehydration, diarrhoea
Bronchial Asthma, fatigue, cough, high fever, breathlessness
Hypertension , headache, chest pain, dizziness, loss of balance
Migraine, acidity, indigestion, headache, blurred and distorted vision
Cervical spondylosis, back pain, weakness in limbs, neck pain, dizziness
Paralysis (brain hemorrhage), vomiting, headache, weakness of one body side, altered sensorium
Jaundice,itching, vomiting, fatigue, weight loss
Malaria, chills, vomiting, high fever, sweating
Chicken pox,itching, skin rash, fatigue, lethargy
Dengue, skin rash, chills, joint pain, vomiting
Typhoid, chills, vomiting, fatigue, high fever
hepatitis A, joint pain, vomiting, yellowish skin, dark urine
Hepatitis B,itching, fatigue, lethargy, yellowish skin
Hepatitis C, fatigue, yellowish skin, nausea, loss of appetite
Hepatitis D, joint pain, vomiting, fatigue, yellowish skin
Hepatitis E, joint pain, vomiting, fatigue, high fever
Alcoholic hepatitis, vomiting, yellowish skin, abdominal pain, swelling of stomach
Tuberculosis, chills, vomiting, fatigue, weight loss
Common Cold, continuous sneezing, chills, fatigue, cough
Pneumonia, chills, fatigue, cough, high fever
Dimorphic hemmorhoids(piles), constipation, pain during bowel movements, pain in anal region, bloody stool
Heart attack, vomiting, breathlessness, sweating, chest pain
Varicose veins, fatigue, cramps, bruising, obesity
Hypothyroidism, fatigue, weight gain, cold hands and feets, mood swings
Hyperthyroidism, fatigue, mood swings, weight loss, restlessness
Hypoglycemia, vomiting, fatigue, anxiety, sweating
Osteoarthristis, joint pain, neck pain, knee pain, hip joint pain
Arthritis, muscle weakness, stiff neck, swelling joints, movement stiffness
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning movements
Acne, skin rash, pus filled pimples, blackheads, scurring
Urinary tract infection, burning micturition, bladder discomfort, foul smell of urine, continuous feel of urine
Psoriasis, skin rash, joint pain, skin peeling, silver like dusting
Impetigo, skin rash, high fever, blister, red sore around nose
Fungal infection,itching, skin rash, nodal skin eruptions, dischromic  patches
Allergy, continuous sneezing, shivering, chills, watering from eyes
GERD, stomach pain, acidity, ulcers on tongue, vomiting
Chronic cholestasis,itching, vomiting, yellowish skin, nausea
Drug Reaction,itching, skin rash, stomach pain, burning micturition
Peptic ulcer diseae, vomiting, indigestion, loss of appetite, abdominal pain
AIDS, muscle wasting, patches in throat, high fever, extra marital contacts
Diabetes , fatigue, weight loss, restlessness, lethargy
Gastroenteritis, vomiting, sunken eyes, dehydration, diarrhoea
Bronchial Asthma, fatigue, cough, high fever, breathlessness
Hypertension , headache, chest pain, dizziness, loss of balance
Migraine, acidity, indigestion, headache, blurred and distorted vision
Cervical spondylosis, back pain, weakness in limbs, neck pain, dizziness
Paralysis (brain hemorrhage), vomiting, headache, weakness of one body side, altered sensorium
Jaundice,itching, vomiting, fatigue, weight loss
Malaria, chills, vomiting, high fever, sweating
Chicken pox,itching, skin rash, fatigue, lethargy
Dengue, skin rash, chills, joint pain, vomiting
Typhoid, chills, vomiting, fatigue, high fever
hepatitis A, joint pain, vomiting, yellowish skin, dark urine
Hepatitis B,itching, fatigue, lethargy, yellowish skin
Hepatitis C, fatigue, yellowish skin, nausea, loss of appetite
Hepatitis D, joint pain, vomiting, fatigue, yellowish skin
Hepatitis E, joint pain, vomiting, fatigue, high fever
Alcoholic hepatitis, vomiting, yellowish skin, abdominal pain, swelling of stomach
Tuberculosis, chills, vomiting, fatigue, weight loss
Common Cold, continuous sneezing, chills, fatigue, cough
Pneumonia, chills, fatigue, cough, high fever
Dimorphic hemmorhoids(piles), constipation, pain during bowel movements, pain in anal region, bloody stool
Heart attack, vomiting, breathlessness, sweating, chest pain
Varicose veins, fatigue, cramps, bruising, obesity
Hypothyroidism, fatigue, weight gain, cold hands and feets, mood swings
Hyperthyroidism, fatigue, mood swings, weight loss, restlessness
Hypoglycemia, vomiting, fatigue, anxiety, sweating
Osteoarthristis, joint pain, neck pain, knee pain, hip joint pain
Arthritis, muscle weakness, stiff neck, swelling joints, movement stiffness
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning movements
Acne, skin rash, pus filled pimples, blackheads, scurring
Urinary tract infection, burning micturition, bladder discomfort, foul smell of urine, continuous feel of urine
Psoriasis, skin rash, joint pain, skin peeling, silver like dusting
Impetigo, skin rash, high fever, blister, red sore around nose
Fungal infection,itching, skin rash, nodal skin eruptions, dischromic  patches
Allergy, continuous sneezing, shivering, chills, watering from eyes
GERD, stomach pain, acidity, ulcers on tongue, vomiting
Chronic cholestasis,itching, vomiting, yellowish skin, nausea
Drug Reaction,itching, skin rash, stomach pain, burning micturition
Peptic ulcer diseae, vomiting, indigestion, loss of appetite, abdominal pain
AIDS, muscle wasting, patches in throat, high fever, extra marital contacts
Diabetes , fatigue, weight loss, restlessness, lethargy
Gastroenteritis, vomiting, sunken eyes, dehydration, diarrhoea
Bronchial Asthma, fatigue, cough, high fever, breathlessness
Hypertension , headache, chest pain, dizziness, loss of balance
Migraine, acidity, indigestion, headache, blurred and distorted vision
Cervical spondylosis, back pain, weakness in limbs, neck pain, dizziness
Paralysis (brain hemorrhage), vomiting, headache, weakness of one body side, altered sensorium
Jaundice,itching, vomiting, fatigue, weight loss
Malaria, chills, vomiting, high fever, sweating
Chicken pox,itching, skin rash, fatigue, lethargy
Dengue, skin rash, chills, joint pain, vomiting
Typhoid, chills, vomiting, fatigue, high fever
hepatitis A, joint pain, vomiting, yellowish skin, dark urine
Hepatitis B,itching, fatigue, lethargy, yellowish skin
Hepatitis C, fatigue, yellowish skin, nausea, loss of appetite
Hepatitis D, joint pain, vomiting, fatigue, yellowish skin
Hepatitis E, joint pain, vomiting, fatigue, high fever
Alcoholic hepatitis, vomiting, yellowish skin, abdominal pain, swelling of stomach
Tuberculosis, chills, vomiting, fatigue, weight loss
Common Cold, continuous sneezing, chills, fatigue, cough
Pneumonia, chills, fatigue, cough, high fever
Dimorphic hemmorhoids(piles), constipation, pain during bowel movements, pain in anal region, bloody stool
Heart attack, vomiting, breathlessness, sweating, chest pain
Varicose veins, fatigue, cramps, bruising, obesity
Hypothyroidism, fatigue, weight gain, cold hands and feets, mood swings
Hyperthyroidism, fatigue, mood swings, weight loss, restlessness
Hypoglycemia, vomiting, fatigue, anxiety, sweating
Osteoarthristis, joint pain, neck pain, knee pain, hip joint pain
Arthritis, muscle weakness, stiff neck, swelling joints, movement stiffness
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning movements
Acne, skin rash, pus filled pimples, blackheads, scurring
Urinary tract infection, burning micturition, bladder discomfort, foul smell of urine, continuous feel of urine
Psoriasis, skin rash, joint pain, skin peeling, silver like dusting
Impetigo, skin rash, high fever, blister, red sore around nose
Fungal infection,itching, skin rash, nodal skin eruptions, dischromic  patches
Allergy, continuous sneezing, shivering, chills, watering from eyes
GERD, stomach pain, acidity, ulcers on tongue, vomiting
Chronic cholestasis,itching, vomiting, yellowish skin, nausea
Drug Reaction,itching, skin rash, stomach pain, burning micturition
Peptic ulcer diseae, vomiting, indigestion, loss of appetite, abdominal pain
AIDS, muscle wasting, patches in throat, high fever, extra marital contacts
Diabetes , fatigue, weight loss, restlessness, lethargy
Gastroenteritis, vomiting, sunken eyes, dehydration, diarrhoea
Bronchial Asthma, fatigue, cough, high fever, breathlessness
Hypertension , headache, chest pain, dizziness, loss of balance
Migraine, acidity, indigestion, headache, blurred and distorted vision
Cervical spondylosis, back pain, weakness in limbs, neck pain, dizziness
Paralysis (brain hemorrhage), vomiting, headache, weakness of one body side, altered sensorium
Jaundice,itching, vomiting, fatigue, weight loss
Malaria, chills, vomiting, high fever, sweating
Chicken pox,itching, skin rash, fatigue, lethargy
Dengue, skin rash, chills, joint pain, vomiting
Typhoid, chills, vomiting, fatigue, high fever
hepatitis A, joint pain, vomiting, yellowish skin, dark urine
Hepatitis B,itching, fatigue, lethargy, yellowish skin
Hepatitis C, fatigue, yellowish skin, nausea, loss of appetite
Hepatitis D, joint pain, vomiting, fatigue, yellowish skin
Hepatitis E, joint pain, vomiting, fatigue, high fever
Alcoholic hepatitis, vomiting, yellowish skin, abdominal pain, swelling of stomach
Tuberculosis, chills, vomiting, fatigue, weight loss
Common Cold, continuous sneezing, chills, fatigue, cough
Pneumonia, chills, fatigue, cough, high fever
Dimorphic hemmorhoids(piles), constipation, pain during bowel movements, pain in anal region, bloody stool
Heart attack, vomiting, breathlessness, sweating, chest pain
Varicose veins, fatigue, cramps, bruising, obesity
Hypothyroidism, fatigue, weight gain, cold hands and feets, mood swings
Hyperthyroidism, fatigue, mood swings, weight loss, restlessness
Hypoglycemia, vomiting, fatigue, anxiety, sweating
Osteoarthristis, joint pain, neck pain, knee pain, hip joint pain
Arthritis, muscle weakness, stiff neck, swelling joints, movement stiffness
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning movements
Acne, skin rash, pus filled pimples, blackheads, scurring
Urinary tract infection, burning micturition, bladder discomfort, foul smell of urine, continuous feel of urine
Psoriasis, skin rash, joint pain, skin peeling, silver like dusting
Impetigo, skin rash, high fever, blister, red sore around nose
Fungal infection,itching, skin rash, nodal skin eruptions, dischromic  patches
Allergy, continuous sneezing, shivering, chills, watering from eyes
GERD, stomach pain, acidity, ulcers on tongue, vomiting
Chronic cholestasis,itching, vomiting, yellowish skin, nausea
Drug Reaction,itching, skin rash, stomach pain, burning micturition
Peptic ulcer diseae, vomiting, indigestion, loss of appetite, abdominal pain
AIDS, muscle wasting, patches in throat, high fever, extra marital contacts
Diabetes , fatigue, weight loss, restlessness, lethargy
Gastroenteritis, vomiting, sunken eyes, dehydration, diarrhoea
Bronchial Asthma, fatigue, cough, high fever, breathlessness
Hypertension , headache, chest pain, dizziness, loss of balance
Migraine, acidity, indigestion, headache, blurred and distorted vision
Cervical spondylosis, back pain, weakness in limbs, neck pain, dizziness
Paralysis (brain hemorrhage), vomiting, headache, weakness of one body side, altered sensorium
Jaundice,itching, vomiting, fatigue, weight loss
Malaria, chills, vomiting, high fever, sweating
Chicken pox,itching, skin rash, fatigue, lethargy
Dengue, skin rash, chills, joint pain, vomiting
Typhoid, chills, vomiting, fatigue, high fever
hepatitis A, joint pain, vomiting, yellowish skin, dark urine
Hepatitis B,itching, fatigue, lethargy, yellowish skin
Hepatitis C, fatigue, yellowish skin, nausea, loss of appetite
Hepatitis D, joint pain, vomiting, fatigue, yellowish skin
Hepatitis E, joint pain, vomiting, fatigue, high fever
Alcoholic hepatitis, vomiting, yellowish skin, abdominal pain, swelling of stomach
Tuberculosis, chills, vomiting, fatigue, weight loss
Common Cold, continuous sneezing, chills, fatigue, cough
Pneumonia, chills, fatigue, cough, high fever
Dimorphic hemmorhoids(piles), constipation, pain during bowel movements, pain in anal region, bloody stool
Heart attack, vomiting, breathlessness, sweating, chest pain
Varicose veins, fatigue, cramps, bruising, obesity
Hypothyroidism, fatigue, weight gain, cold hands and feets, mood swings
Hyperthyroidism, fatigue, mood swings, weight loss, restlessness
Hypoglycemia, vomiting, fatigue, anxiety, sweating
Osteoarthristis, joint pain, neck pain, knee pain, hip joint pain
Arthritis, muscle weakness, stiff neck, swelling joints, movement stiffness
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning movements
Acne, skin rash, pus filled pimples, blackheads, scurring
Urinary tract infection, burning micturition, bladder discomfort, foul smell of urine, continuous feel of urine
Psoriasis, skin rash, joint pain, skin peeling, silver like dusting
Impetigo, skin rash, high fever, blister, red sore around nose
Fungal infection,itching, skin rash, nodal skin eruptions, dischromic  patches
Allergy, continuous sneezing, shivering, chills, watering from eyes
GERD, stomach pain, acidity, ulcers on tongue, vomiting
Chronic cholestasis,itching, vomiting, yellowish skin, nausea
Drug Reaction,itching, skin rash, stomach pain, burning micturition
Peptic ulcer diseae, vomiting, indigestion, loss of appetite, abdominal pain
AIDS, muscle wasting, patches in throat, high fever, extra marital contacts
Diabetes , fatigue, weight loss, restlessness, lethargy
Gastroenteritis, vomiting, sunken eyes, dehydration, diarrhoea
Bronchial Asthma, fatigue, cough, high fever, breathlessness
Hypertension , headache, chest pain, dizziness, loss of balance
Migraine, acidity, indigestion, headache, blurred and distorted vision
Cervical spondylosis, back pain, weakness in limbs, neck pain, dizziness
Paralysis (brain hemorrhage), vomiting, headache, weakness of one body side, altered sensorium
Jaundice,itching, vomiting, fatigue, weight loss
Malaria, chills, vomiting, high fever, sweating
Chicken pox,itching, skin rash, fatigue, lethargy
Dengue, skin rash, chills, joint pain, vomiting
Typhoid, chills, vomiting, fatigue, high fever
hepatitis A, joint pain, vomiting, yellowish skin, dark urine
Hepatitis B,itching, fatigue, lethargy, yellowish skin
Hepatitis C, fatigue, yellowish skin, nausea, loss of appetite
Hepatitis D, joint pain, vomiting, fatigue, yellowish skin
Hepatitis E, joint pain, vomiting, fatigue, high fever
Alcoholic hepatitis, vomiting, yellowish skin, abdominal pain, swelling of stomach
Tuberculosis, chills, vomiting, fatigue, weight loss
Common Cold, continuous sneezing, chills, fatigue, cough
Pneumonia, chills, fatigue, cough, high fever
Dimorphic hemmorhoids(piles), constipation, pain during bowel movements, pain in anal region, bloody stool
Heart attack, vomiting, breathlessness, sweating, chest pain
Varicose veins, fatigue, cramps, bruising, obesity
Hypothyroidism, fatigue, weight gain, cold hands and feets, mood swings
Hyperthyroidism, fatigue, mood swings, weight loss, restlessness
Hypoglycemia, vomiting, fatigue, anxiety, sweating
Osteoarthristis, joint pain, neck pain, knee pain, hip joint pain
Arthritis, muscle weakness, stiff neck, swelling joints, movement stiffness
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning movements
Acne, skin rash, pus filled pimples, blackheads, scurring
Urinary tract infection, burning micturition, bladder discomfort, foul smell of urine, continuous feel of urine
Psoriasis, skin rash, joint pain, skin peeling, silver like dusting
Impetigo, skin rash, high fever, blister, red sore around nose
Fungal infection,itching, skin rash, nodal skin eruptions, dischromic  patches
Allergy, continuous sneezing, shivering, chills, watering from eyes
GERD, stomach pain, acidity, ulcers on tongue, vomiting
Chronic cholestasis,itching, vomiting, yellowish skin, nausea
Drug Reaction,itching, skin rash, stomach pain, burning micturition
Peptic ulcer diseae, vomiting, indigestion, loss of appetite, abdominal pain
AIDS, muscle wasting, patches in throat, high fever, extra marital contacts
Diabetes , fatigue, weight loss, restlessness, lethargy
Gastroenteritis, vomiting, sunken eyes, dehydration, diarrhoea
Bronchial Asthma, fatigue, cough, high fever, breathlessness
Hypertension , headache, chest pain, dizziness, loss of balance
Migraine, acidity, indigestion, headache, blurred and distorted vision
Cervical spondylosis, back pain, weakness in limbs, neck pain, dizziness
Paralysis (brain hemorrhage), vomiting, headache, weakness of one body side, altered sensorium
Jaundice,itching, vomiting, fatigue, weight loss
Malaria, chills, vomiting, high fever, sweating
Chicken pox,itching, skin rash, fatigue, lethargy
Dengue, skin rash, chills, joint pain, vomiting
Typhoid, chills, vomiting, fatigue, high fever
hepatitis A, joint pain, vomiting, yellowish skin, dark urine
Hepatitis B,itching, fatigue, lethargy, yellowish skin
Hepatitis C, fatigue, yellowish skin, nausea, loss of appetite
Hepatitis D, joint pain, vomiting, fatigue, yellowish skin
Hepatitis E, joint pain, vomiting, fatigue, high fever
Alcoholic hepatitis, vomiting, yellowish skin, abdominal pain, swelling of stomach
Tuberculosis, chills, vomiting, fatigue, weight loss
Common Cold, continuous sneezing, chills, fatigue, cough
Pneumonia, chills, fatigue, cough, high fever
Dimorphic hemmorhoids(piles), constipation, pain during bowel movements, pain in anal region, bloody stool
Heart attack, vomiting, breathlessness, sweating, chest pain
Varicose veins, fatigue, cramps, bruising, obesity
Hypothyroidism, fatigue, weight gain, cold hands and feets, mood swings
Hyperthyroidism, fatigue, mood swings, weight loss, restlessness
Hypoglycemia, vomiting, fatigue, anxiety, sweating
Osteoarthristis, joint pain, neck pain, knee pain, hip joint pain
Arthritis, muscle weakness, stiff neck, swelling joints, movement stiffness
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning movements
Acne, skin rash, pus filled pimples, blackheads, scurring
Urinary tract infection, burning micturition, bladder discomfort, foul smell of urine, continuous feel of urine
Psoriasis, skin rash, joint pain, skin peeling, silver like dusting
Impetigo, skin rash, high fever, blister, red sore around nose
Fungal infection,itching, skin rash, nodal skin eruptions, dischromic  patches
Allergy, continuous sneezing, shivering, chills, watering from eyes
GERD, stomach pain, acidity, ulcers on tongue, vomiting
Chronic cholestasis,itching, vomiting, yellowish skin, nausea
Drug Reaction,itching, skin rash, stomach pain, burning micturition
Peptic ulcer diseae, vomiting, indigestion, loss of appetite, abdominal pain
AIDS, muscle wasting, patches in throat, high fever, extra marital contacts
Diabetes , fatigue, weight loss, restlessness, lethargy
Gastroenteritis, vomiting, sunken eyes, dehydration, diarrhoea
Bronchial Asthma, fatigue, cough, high fever, breathlessness
Hypertension , headache, chest pain, dizziness, loss of balance
Migraine, acidity, indigestion, headache, blurred and distorted vision
Cervical spondylosis, back pain, weakness in limbs, neck pain, dizziness
Paralysis (brain hemorrhage), vomiting, headache, weakness of one body side, altered sensorium
Jaundice,itching, vomiting, fatigue, weight loss
Malaria, chills, vomiting, high fever, sweating
Chicken pox,itching, skin rash, fatigue, lethargy
Dengue, skin rash, chills, joint pain, vomiting
Typhoid, chills, vomiting, fatigue, high fever
hepatitis A, joint pain, vomiting, yellowish skin, dark urine
Hepatitis B,itching, fatigue, lethargy, yellowish skin
Hepatitis C, fatigue, yellowish skin, nausea, loss of appetite
Hepatitis D, joint pain, vomiting, fatigue, yellowish skin
Hepatitis E, joint pain, vomiting, fatigue, high fever
Alcoholic hepatitis, vomiting, yellowish skin, abdominal pain, swelling of stomach
Tuberculosis, chills, vomiting, fatigue, weight loss
Common Cold, continuous sneezing, chills, fatigue, cough
Pneumonia, chills, fatigue, cough, high fever
Dimorphic hemmorhoids(piles), constipation, pain during bowel movements, pain in anal region, bloody stool
Heart attack, vomiting, breathlessness, sweating, chest pain
Varicose veins, fatigue, cramps, bruising, obesity
Hypothyroidism, fatigue, weight gain, cold hands and feets, mood swings
Hyperthyroidism, fatigue, mood swings, weight loss, restlessness
Hypoglycemia, vomiting, fatigue, anxiety, sweating
Osteoarthristis, joint pain, neck pain, knee pain, hip joint pain
Arthritis, muscle weakness, stiff neck, swelling joints, movement stiffness
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning movements
Acne, skin rash, pus filled pimples, blackheads, scurring
Urinary tract infection, burning micturition, bladder discomfort, foul smell of urine, continuous feel of urine
Psoriasis, skin rash, joint pain, skin peeling, silver like dusting
Impetigo, skin rash, high fever, blister, red sore around nose
Fungal infection,itching, skin rash, nodal skin eruptions, dischromic  patches
Allergy, continuous sneezing, shivering, chills, watering from eyes
GERD, stomach pain, acidity, ulcers on tongue, vomiting
Chronic cholestasis,itching, vomiting, yellowish skin, nausea
Drug Reaction,itching, skin rash, stomach pain, burning micturition
Peptic ulcer diseae, vomiting, indigestion, loss of appetite, abdominal pain
AIDS, muscle wasting, patches in throat, high fever, extra marital contacts
Diabetes , fatigue, weight loss, restlessness, lethargy
Gastroenteritis, vomiting, sunken eyes, dehydration, diarrhoea
Bronchial Asthma, fatigue, cough, high fever, breathlessness
Hypertension , headache, chest pain, dizziness, loss of balance
Migraine, acidity, indigestion, headache, blurred and distorted vision
Cervical spondylosis, back pain, weakness in limbs, neck pain, dizziness
Paralysis (brain hemorrhage), vomiting, headache, weakness of one body side, altered sensorium
Jaundice,itching, vomiting, fatigue, weight loss
Malaria, chills, vomiting, high fever, sweating
Chicken pox,itching, skin rash, fatigue, lethargy
Dengue, skin rash, chills, joint pain, vomiting
Typhoid, chills, vomiting, fatigue, high fever
hepatitis A, joint pain, vomiting, yellowish skin, dark urine
Hepatitis B,itching, fatigue, lethargy, yellowish skin
Hepatitis C, fatigue, yellowish skin, nausea, loss of appetite
Hepatitis D, joint pain, vomiting, fatigue, yellowish skin
Hepatitis E, joint pain, vomiting, fatigue, high fever
Alcoholic hepatitis, vomiting, yellowish skin, abdominal pain, swelling of stomach
Tuberculosis, chills, vomiting, fatigue, weight loss
Common Cold, continuous sneezing, chills, fatigue, cough
Pneumonia, chills, fatigue, cough, high fever
Dimorphic hemmorhoids(piles), constipation, pain during bowel movements, pain in anal region, bloody stool
Heart attack, vomiting, breathlessness, sweating, chest pain
Varicose veins, fatigue, cramps, bruising, obesity
Hypothyroidism, fatigue, weight gain, cold hands and feets, mood swings
Hyperthyroidism, fatigue, mood swings, weight loss, restlessness
Hypoglycemia, vomiting, fatigue, anxiety, sweating
Osteoarthristis, joint pain, neck pain, knee pain, hip joint pain
Arthritis, muscle weakness, stiff neck, swelling joints, movement stiffness
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning movements
Acne, skin rash, pus filled pimples, blackheads, scurring
